project,issue_number,issue_section,text,classification,indicator,related_commits
thrift,191,comment_4,"I like the map declaration, but I think that the MetaData class should live outside of the generated code. It's not actually a class that will vary by structure, so it should just live in c.f.thrift.",architecture_debt,violation_of_modularity,b936ffdbd1740fda3686cd71bdcb1f865b709d07
thrift,211,description,"Add a client option that causes clients to monitor their creators and terminate when the creator dies. This makes it possible to prevent client leaks without linking, because the latter causes application code to be killed when a transport error occurs and exits are not trapped.",code_debt,low_quality_code,"5e530af5878ce7650e94ee662951b49358100984,bb97fd90a501ce7a7b37170295c4d02c719a2150,1e1a6976723b37c44b1eff5cc3f4df1a52b95e0b,fad60657a3b64894b56b56f7c23b2dcfa8cf4647"
thrift,211,comment_2,"1/ Unify the setup of {Starter, Opts} so that you don't have to do the monitor keysearch twice. 2/ Consider checking the source of the DOWN message ... having an unverified DOWN message could lead to some very hard-to-trace bugs. Lg otherwise. Also, what do you think about converting all the Erl unit tests to use eunit at some point (now that it's standard as of R12B) ?",design_debt,non-optimal_design,"5e530af5878ce7650e94ee662951b49358100984,bb97fd90a501ce7a7b37170295c4d02c719a2150,1e1a6976723b37c44b1eff5cc3f4df1a52b95e0b,fad60657a3b64894b56b56f7c23b2dcfa8cf4647"
thrift,211,comment_3,"Replaced tabs with spaces (oops). Fixed #1. Is this unified enough to you? It eliminates the double search. It is not super-unified, but unifying them more would be kind of gross. For 2, I did consider it, but who would forge a 'DOWN' message? Verifying it just requires more state. I think converting to eunit would be great.",code_debt,low_quality_code,"5e530af5878ce7650e94ee662951b49358100984,bb97fd90a501ce7a7b37170295c4d02c719a2150,1e1a6976723b37c44b1eff5cc3f4df1a52b95e0b,fad60657a3b64894b56b56f7c23b2dcfa8cf4647"
thrift,211,comment_6,"OK. This is probably good enough to check in. I don't remember if erlang:monitor has a monopoly on DOWN messages, so hence there's some reason to at least add a guard clause (is_reference() on the monitor_ref) to make sure that it's in the right format.",code_debt,low_quality_code,"5e530af5878ce7650e94ee662951b49358100984,bb97fd90a501ce7a7b37170295c4d02c719a2150,1e1a6976723b37c44b1eff5cc3f4df1a52b95e0b,fad60657a3b64894b56b56f7c23b2dcfa8cf4647"
thrift,221,summary,Make java build classpath more dynamic and configurable,design_debt,non-optimal_design,"249d7cb199b5c08e7a7a51189a733cc8fef12cf9,249d7cb199b5c08e7a7a51189a733cc8fef12cf9"
thrift,221,description,"The way that the current Java library and test builds are set up, they rely on an external jar that's assumed to be at some specific path. This isn't where the jar resides on my machine, so every time I want to do some building, I have to hand edit the file, and then when I want to generate a diff for posting on jira, I have to revert the changes. We should make it so the class path is configurable in a way that doesn't require checkins. There are a couple different ways to do this, but a properties file with the classpath is probably one of the easiest.",design_debt,non-optimal_design,"249d7cb199b5c08e7a7a51189a733cc8fef12cf9,249d7cb199b5c08e7a7a51189a733cc8fef12cf9"
thrift,240,description,"Now that we have a deep copy constructor, TBase should implement cloneable.",design_debt,non-optimal_design,4371038cd1e1a0a0ef5283bfd540c7623fbe7514
thrift,241,summary,Python __repr__ is confusing and does not eval to the object in question,code_debt,low_quality_code,888f88b05d25eb7b07541ed916f05234e1229138
thrift,241,description,"Having the repr return the repr of __dict__ is confusing, because the object is not a dict and does not act (much) like one. 100% of the 3 python developers I have seen who are new to thrift were confused at first why the repr looked like a dict but obj[attributename] raised KeyError. Additionally, this violates the repr guideline that where possible eval(repr(obj)) == obj. Finally, specifying a __str__ equal to __repr__ is redundant, since str() will use __repr__ if no __str__ is given. Here is a patch: $ diff -u compiler/cpp/sr\  2008-12-24 16:36:54.000000000 +0000 +++ 2008-12-24 16:49:54.000000000 +0000 @@ -614,11 +614,10 @@ // Printing utilities so that on the command line thrift // structs look pretty like dictionaries out << - indent() << ""def __str__(self):"" << endl << - indent() << "" return str(self.__dict__)"" << endl << - endl << indent() << ""def __repr__(self):"" << endl << - indent() << "" return << endl << + indent() << "" L = ['%s=%r' % (key, value)"" << endl << + indent() << "" for key, value in << endl << + indent() << "" return '%s(%s)' % ', '.join(L))"" << endl << endl; // Equality and inequality methods that compare by value",code_debt,low_quality_code,888f88b05d25eb7b07541ed916f05234e1229138
thrift,241,comment_0,Sorry about the messed up formatting. Clean patch attached.,code_debt,low_quality_code,888f88b05d25eb7b07541ed916f05234e1229138
thrift,255,description,is a thin wrapper around TFDTransport that simplifies the process of opening a file.,design_debt,non-optimal_design,abb56a4a0dbeaedf0e71cf206db8e7e16932ab6b
thrift,255,comment_2,1) const std::string& for path 2) does specifying default params in just the .cpp file really work? seems like the compiler would have trouble understanding that. 3) Document using O_APPEND. Maybe allow overwriting as another option,code_debt,low_quality_code,abb56a4a0dbeaedf0e71cf206db8e7e16932ab6b
thrift,275,summary,Remove deprecated classes from Ruby library,code_debt,dead_code,e8ae5d3728de07e880d6477db0f63ed9a7c65415
thrift,275,description,"There are a lot of weirdly named files in the Ruby Thrift library in order for backwards compatibility to work. I think this is of dubious value, and is really confusing. The deprecation code is also very complicated. I think we should just get rid of the deprecated stuff. We're pre-version 1.0, so better to get all the big changes in now.",code_debt,dead_code,e8ae5d3728de07e880d6477db0f63ed9a7c65415
thrift,277,summary,Abstract Transport in Ruby #read method should throw,code_debt,low_quality_code,11727d2445573eab9fa86824ffcde9a3f5441b46
thrift,277,description,"It's really an abstract method, so not overriding it is an error. We should throw an error when someone calls it inappropriately. The same can probably be said for #write. #open and #open? might also want to change, though that's not quite as certain.",code_debt,low_quality_code,11727d2445573eab9fa86824ffcde9a3f5441b46
thrift,278,summary,#validate exceptions should contain the offending value,code_debt,low_quality_code,97592b40b1ae6d00911ab5e76dd951b011c63863
thrift,278,description,"If you have an enum field, and its value isn't in the VALID_VALUES of your enum, the exception thrown says that it's not found, but it doesn't say what the value is.",code_debt,low_quality_code,97592b40b1ae6d00911ab5e76dd951b011c63863
thrift,278,comment_2,"Does this work? Maybe I'm reading it wrong, but: {{+ indent(out) << ""throw new field '"" << field- Looks like it just prints the field name as the value. Got a test?",test_debt,lack_of_tests,97592b40b1ae6d00911ab5e76dd951b011c63863
thrift,298,comment_3,"Well, if you can believe it, I don't get what's going on here, either :). I think this code is a little too complicated. For now, I think I'll just apply your patch, and hopefully one day it won't be a problem, as I refactor my way through the Ruby libraries.",code_debt,complex_code,dc9092ab1a2953c282b1add4a2500467eb9e3c9d
thrift,353,summary,"Service generation needs to make service name capitalized, since Ruby modules need to be constant.",code_debt,low_quality_code,c289608e1928cc8c6db482aafe7262a428b6f32e
thrift,353,description,"service generator needs to capitalize service names, since services are ruby modules and ruby modules are constants.",code_debt,low_quality_code,c289608e1928cc8c6db482aafe7262a428b6f32e
thrift,372,comment_0,"How's this? I cleaned up some missed dead code related to deprecation, as well.",code_debt,dead_code,8852720e70e77669fa5ffff494dd641f6fff06f2
thrift,397,summary,remove unnecessary redefinition of generate_program(),code_debt,dead_code,db3a83a799de34c85fd1330b9833c7ca0af2c359
thrift,397,description,This is a holdover from the OCaml generator and is unnecessary in Haskell.,code_debt,dead_code,db3a83a799de34c85fd1330b9833c7ca0af2c359
thrift,418,description,"Currently the ruby struct code sorts the field ids of each struct every time it is serialized, which is an unnecessary drag on performance.",design_debt,non-optimal_design,"df8a0e6fca0dd0513a1b89a2feaf03f9a0056416,d1df20a20d1f23321bfdd9ca06ab03a71ceba51d"
thrift,418,comment_0,Attaching patch. There are 2 changes: 1) Modified t_rb_generator.cc to generate a FIELD_IDS constant for each struct + a struct_field_ids() accessor method. 2) Use instead of to iterate through struct fields id-sorted order. Updated the native code as well. All tests pass. Should be targeted for next major release as the change is not code-compatible with 0.6-generated files. Can be re-implement without a compiler change if we want to keep full compatibility between 0.6 gen-rb files and 0.7 library.,design_debt,non-optimal_design,"df8a0e6fca0dd0513a1b89a2feaf03f9a0056416,d1df20a20d1f23321bfdd9ca06ab03a71ceba51d"
thrift,418,comment_3,Reopening as I've thought about it and a patch which doesn't change the compiler or generated code ends up being much cleaner.,design_debt,non-optimal_design,"df8a0e6fca0dd0513a1b89a2feaf03f9a0056416,d1df20a20d1f23321bfdd9ca06ab03a71ceba51d"
thrift,427,comment_1,"The patch looks good, and everything compiles and the tests pass still. It'd be nice if this code was exercised through at least a test .thrift file though.",test_debt,lack_of_tests,2bcf3995ef7ff3db554c550b2d760d870a64d389
thrift,447,summary,Make an abstract base Client class so we can generate less code,design_debt,non-optimal_design,0fd37f08716758b283010abfa5162eb2c1aee2ad
thrift,447,description,"The Java generator currently uses the generator to create all of the contents of the myService.Client class, including boring stuff like the constructor and instance variables. It seems like we could just factor this common base stuff out into a BaseClient that lives in the library and simplify the generator accordingly.",code_debt,complex_code,0fd37f08716758b283010abfa5162eb2c1aee2ad
thrift,447,comment_0,"This patch restructures the code generator to rely on some abstract base classes for clients, processors, and process functions. It makes the generated code marginally smaller and a lot cleaner.",code_debt,complex_code,0fd37f08716758b283010abfa5162eb2c1aee2ad
thrift,471,summary,Generated exceptions in Python should implement __str__,code_debt,low_quality_code,4f3192093d819d7933342d9dd2560b00b95c55c0
thrift,471,description,"When the python generator makes an exception class since THRIFT-241, it does not include a __str__ method. This is problematic since raised exceptions don't include any useful information that might be part of the exception struct. Without __str__: With __str__: Clearly the latter is way more useful. Patch to follow if no one objects.",code_debt,low_quality_code,4f3192093d819d7933342d9dd2560b00b95c55c0
thrift,471,comment_0,"yeah, the python docs say that __repr__ should be used if there is no __str__ and every other case I have seen follows that rule but the exception printing apparently does not. +1",code_debt,low_quality_code,4f3192093d819d7933342d9dd2560b00b95c55c0
thrift,503,summary,"""make check""-enabled C++ tests should be in lib/cpp/test",architecture_debt,violation_of_modularity,"f261dd795c4004c72c7efd66c4b09f66299bfc83,351e22b52afcbe9b40e0933f80b06b479dff50f4"
thrift,525,description,"The C# Library Solution fails to compile because of problems with the PreBuildEvent for the ThriftTest Project - Thrift.exe is called with the outdated -csharp instead of --gen csharp - All of the existing commands in the PreBuildEvent will fail if there's a space in any directory name in the directory tree (such as ""My Documents"" or ""Visual Studio 2008""). - The recursive forced rmdir command will match other directory trees that share a common root (e.g. c:\test\Work\ will be recursively removed if the project is located in c:\test\Work for Thrift\test\csharp) I have attached a patch that replaces the PreBuildEvent in the ThriftTest project file to fix these problems and work with directory trees that contain spaces. As the thrift.exe compiler does NOT accept paths with spaces when surrounded by quotes, my script generates MSDOS 8.3 pathnames to pass to the thrift compiler and it appears to work just fine. This has only been tested on my machine with VS.net pro 2008 and a current thrift checkout",architecture_debt,using_obsolete_technology,e8f38f47c8bfdb8738e016222c45a1cb08335299
thrift,544,description,"The current generator produces multiple -define statements with the same name, which isn't valid erlang code (and also isn't valid semantically if we want two different values). produces: In the patched version, it produces this:",design_debt,non-optimal_design,04650afb872fbf62dc31426d7278261bf178fc4f
thrift,544,comment_5,"I think the patch is correct, but the argument for correctness is very complicated because constants_[name] is a mutating operation that creates an entry if the ""name"" key is not present. I'd much prefer the condition be != constants.end()""",code_debt,complex_code,04650afb872fbf62dc31426d7278261bf178fc4f
thrift,554,summary,Perl improper namespace check for exception handling and writeMessageEnd missing on processor calls,code_debt,low_quality_code,"4184e2be546d19ece83c8132a03f08a5de6656a6,8fc413fbfd721080d5e8e0300d1094387cdeda15"
thrift,554,description,"There are two more issues affecting the functioning of a Perl service server: 1. Failure to prepend the Perl namespace to the exception name when checking the exception type from a eval'ed method call. 2. writeMessageEnd() should be present after a method call writes its result. I'm attaching a patch which addresses these issues, in addition to the following more minor changes: 1. Tried to make indentation and line breaks more consistent to ensure readability of the generated code. 2. Added a few best practice ideas to improve the code in minor ways. 3. Added a readAll() function to the as the one found in Thrift::Transport uses a while loop to consume the data, which results in a endless loop.",code_debt,low_quality_code,"4184e2be546d19ece83c8132a03f08a5de6656a6,8fc413fbfd721080d5e8e0300d1094387cdeda15"
thrift,597,summary,Python THttpServer performance improvements,code_debt,slow_algorithm,d6a02ff99bcee734d5335c91f5ada41d7322ecb4
thrift,597,description,"This class was originally meant for functional testing only, so performance wasn't a concern. But now I'm using it for load testing. :) Two patches here. The first enables buffered I/O. The second allows the http server class to be specified, which allows users to use the ThreadingMixin.",code_debt,slow_algorithm,d6a02ff99bcee734d5335c91f5ada41d7322ecb4
thrift,597,comment_1,"One query: I want to use THttpServer in my python project but from initial performance review for a single client single request (No ThreadingMixIn required at this point), it shows that HttpServer is always 2 to 4 times slower than NonBlocking server in tutorial Calculator client server app and same was observed in my product testing as well. Is there a way to make the performance equal for THTTPServer as compared to NonBlocking? Heres the code for NonBlocking client and server in python and its performance on ubuntu. single machine.  In my project I observed that on client side, its the generated code send_<api Will really appreciate if someone can shed some light on how to improve performance for THttpServer in thrift 0.8.0.",code_debt,slow_algorithm,d6a02ff99bcee734d5335c91f5ada41d7322ecb4
thrift,612,comment_0,+1 Looks good to me. Do you have test so that we make sure there are no regressions in the future?,test_debt,lack_of_tests,034c49f0fcf95f13982de528f19760f5ed01617e
thrift,612,comment_2,That's why I was asking for a test before committing the patch.,test_debt,lack_of_tests,034c49f0fcf95f13982de528f19760f5ed01617e
thrift,628,description,"It turns out that Enums in Java don't have good hashcode behavior. It uses object ID, which can be inconsistent between different invocations of the same application, which breaks things like Hadoop partitioning. We should use the hash of the actual thrift field id instead of the hash of the enum version of the field.",design_debt,non-optimal_design,e476480691d114ad1f1a9794bd10b34df6554ad2
thrift,653,description,"Now that enums are actually enums, their toStrings are acceptable in the overall struct toString. We should remove the special case we built in for this in the past.",code_debt,dead_code,e533bace3d462ebad7c65d7de4fd167a0ffbe740
thrift,673,summary,Generated Python code has whitespace issues,code_debt,low_quality_code,1316ed9d1644234106035d76f48d6362c41bf914
thrift,673,description,The Python code generator produces code with a number of whitespace issues: - Trailing whitespace at the end of lines. - Multiple blank newlines at the end of files. Both of these issues cause problems if the code is used in a Git repository with `git diff --check' in a hook. The attached patch corrects the code generation to address these issues.,code_debt,low_quality_code,1316ed9d1644234106035d76f48d6362c41bf914
thrift,673,comment_0,Updated patch which catches one more case of trailing whitespace.,code_debt,low_quality_code,1316ed9d1644234106035d76f48d6362c41bf914
thrift,678,summary,HTML generator should include per-field docstrings,code_debt,low_quality_code,9bfacd36800f052e33ffa78a06bc9a4f600e5f3d
thrift,685,summary,Direct buffer access to improve deserialization performance,design_debt,non-optimal_design,becaf536211a699f1fb936752262fdb7bcd36126
thrift,685,description,"After poking around a bit and comparing how Thrift performs versus Protocol Buffers, I think we should change our transports and protocols to support optional direct buffer access behavior. Basically, the way this works is that if the transport is backed by a buffer, then it can give access to that buffer to the protocol. The protocol can then do things like read a byte without instantiating a new one-byte array or decode a string without an intermediate byte[] copy. In my initial testing, we can reduce the amount of time it takes to deserialize a struct by at least 25%. There are probably further gains to be had as well.",design_debt,non-optimal_design,becaf536211a699f1fb936752262fdb7bcd36126
thrift,685,comment_0,"+1. The template code that Chad and I worked on for C\+\+ (almost ready for trunk) gets the complier to do something similar for us, and we saw a really significant boost.",design_debt,non-optimal_design,becaf536211a699f1fb936752262fdb7bcd36126
thrift,685,comment_1,"Here's my initial effort. This produces a pretty noticeable speedup in deserialization time when using the compact protocol and TDeserializer. This patch notably does not yet address the binary protocol implementation. I'd love some people to review it and give me feedback. Ideally, we'd commit what I have here as a starting point and then continue to improve other parts.",design_debt,non-optimal_design,becaf536211a699f1fb936752262fdb7bcd36126
thrift,695,comment_1,"This seems like a very faithful translation of the Java version, which has benefits and drawbacks. I'm okay committing it, but the patch seems corrupt (""%ld"" where there should be a line number).",design_debt,non-optimal_design,6acc269d1883c822595ab5f346c6e4c1e1b2724c
thrift,695,comment_3,"Here's a simpler to use, more pythonic version.",code_debt,complex_code,6acc269d1883c822595ab5f346c6e4c1e1b2724c
thrift,701,description,"In glancing at one of our jars of generated Thrift class files, I noticed that it was pretty huge. Further digging showed that while certainly most of the bulk was attributable to the number of class files we have, part of it was due to lots of unnecessary internal classes. This is because we use a specific syntax for defining some maps inline in structs and enums. Since this is only syntactic sugar, I think it would make sense to write a tiny bit of helper code and avoid the need for a dynamic internal class.",design_debt,non-optimal_design,15b7b287947dd348e2801ead6b1a33b2a2d6b31b
thrift,710,description,TBinaryProtocol can probably take even more advantage of direct buffer access than TCompactProtocol. Identify the relevant spots and clean it up.,design_debt,non-optimal_design,a268019e85ac34b5b7a1c89d59288ecead5e6d97
thrift,710,comment_0,"This patch makes TBinaryProtocol use direct buffer access in the relevant methods. My performance testing was somewhat rudimentary, but I think it may have as much as doubled performance. Obviously your performance boost will be really dependent on the contents of your struct, but this seems pretty great. As a side effect of this issue, I refactored the TCompactProtocol test so that we could exact TBinaryProtocol to the same bevy of test cases.",code_debt,slow_algorithm,a268019e85ac34b5b7a1c89d59288ecead5e6d97
thrift,714,description,"THsHaServer instantiates its ThreadPoolExecutor with a That behavior is documented in java as: There are three general strategies for queuing: ... 2. Unbounded queues. Using an unbounded queue (for example a LinkedBlockingQueue without a predefined capacity) will cause new tasks to wait in the queue when all corePoolSize threads are busy. Thus, no more than corePoolSize threads will ever be created. (And the value of the maximumPoolSize therefore doesn't have any effect.) This may be appropriate when each task is completely independent of others, so tasks cannot affect each others execution; for example, in a web page server. While this style of queuing can be useful in smoothing out transient bursts of requests, it admits the possibility of unbounded work queue growth when commands continue to arrive on average faster than they can be processed. therefore changing maxWorkerThreads (passed as maximumPoolSize) has no effect. The parameter should probably just be removed and minWorkerThreads renamed to numThreads, since setting minWorkerThreads does have an effect and is a workaround.",design_debt,non-optimal_design,76c2dcc4d3d4497a2ec11fefb4a76087fc5fbf79
thrift,714,comment_1,"After reading up on it some more, I think this change is what we actually want. Up until the min number of threads, new ""core"" pool threads will be created. Once we pass this limit, new threads will be created up to the max number of threads, at which point the server will start rejecting executions. After (default) 60 seconds of idleness, the pool will start to kill threads, but go no lower than the min number of threads. This patch is probably incomplete, as if we get a rejected execution exception when trying to queue an invocation, we should respond to the client with an error immediately.",code_debt,low_quality_code,76c2dcc4d3d4497a2ec11fefb4a76087fc5fbf79
thrift,714,comment_3,I committed a patch to remove maxWorkerThreads and rename minWorkerThreads to workerThreads. This will keep the behavior the same and remove the ineffectual parameter.,code_debt,dead_code,76c2dcc4d3d4497a2ec11fefb4a76087fc5fbf79
thrift,716,summary,Field names can conflict with local variables in code for unions,code_debt,low_quality_code,4e7cf25b9574eb439b329070fd57e854948144df
thrift,716,description,"Try creating a union with the field name ""value"", and the code won't compile. In writeFields for the generated class, you'll have something like the following: <code case VALUE: String value = return; </code ""String value"" conflicts with the parameter ""Object value"".",code_debt,low_quality_code,4e7cf25b9574eb439b329070fd57e854948144df
thrift,758,comment_3,"Oh sorry, could you include a test case for this under lib/perl/test please? Thanks!",test_debt,lack_of_tests,ee8255d0867da74510574afe634c692603c7d7aa
thrift,758,comment_4,"Jake, I unfortunately have no clue how to generate a with the provided ThriftTest. I didn't find a way to run the tests automatically either. I manually executed: perl -Iblib/lib -Ilib -Itest/gen-perl test/processor.t Thanks, Yann",test_debt,lack_of_tests,ee8255d0867da74510574afe634c692603c7d7aa
thrift,813,comment_0,"It could be in Java's TJSONProtocol implementation. I'm not super familiar with that implementation, so I don't know where to look off hand, but maybe you could add a test case that exercises this?",test_debt,lack_of_tests,127909c1c948e9248f7ed98f0b5e3a7088d89ca3
thrift,813,comment_2,"I have no idea - TJSONProtocol.java is a big file, and I didn't write it. personally, I'd just grep around for any occurrence of the @ sign or something that indicates URL-encoding is going on. Sadly, not really. It's a bit of a jungle in there. The very first thing to do in every case is to open a JIRA ticket so that we have a record of the bug. From there, either get out your machete and safari hat and dig in, or try to find someone who can fix it for you.",code_debt,complex_code,127909c1c948e9248f7ed98f0b5e3a7088d89ca3
thrift,813,comment_4,"Hi Jordan, This too is most a browser side encoding issue. The js implementation of writeString uses I suppose this isn't consistent, with the non javascript protocol readers. but the js readString uses We could implement our own encoder to encode only JSON special chars. -Jake",design_debt,non-optimal_design,127909c1c948e9248f7ed98f0b5e3a7088d89ca3
thrift,840,summary,Perl protocol handler could be more robust against unrecognised types,code_debt,low_quality_code,a55f51d8709582e1d054844c17c554e8d124b394
thrift,840,description,"The Perl protocol implementation can loop arbitrarily on corrupt data because Protocol::skip() skips nothing if it doesn't recognise a type. It might be nice if it threw an exception instead. For example, the loop to skip a map will keep looking at the same invalid bytes for every iteration if it hits an unrecognised type. If corrupt data has resulted in a bogus huge map size, then the loop goes on for a long while, rather than dying quickly after running out of available data. I recognise that input validation probably isn't a priority for Thrift (usually communications are well-formed!), but wonder if you'd consider the attached patch which dies if skip or skipBinary encounter types that they don't know what to do with. It probably needs more thought than I've given it, as I'm not sure what the correct behaviour should be for valid types not handled by the existing code: in the patch I'm throwing an exception for those saying that they cannot be skipped. An additional TType constant of MAX_TYPE might be helpful in writing a better solution. I know it's a bit weird to be suggesting this; I'm using Thrift for serialisation among other things, and with an data store. This ""infinite"" loop was the only instance in which your existing error handling didn't adequately flag up bad data. Clearly I should also be doing checksums on the data beforehand, but I just thought I'd suggest this to you. Thanks, Conrad",design_debt,non-optimal_design,a55f51d8709582e1d054844c17c554e8d124b394
thrift,840,comment_0,Throw exception instead of silent return on unrecognised type.,code_debt,low_quality_code,a55f51d8709582e1d054844c17c554e8d124b394
thrift,840,comment_1,"I'm no Perl guy, but it seems like there's no reason to have two different kinds of ""die"" cases. The one with the if seems to be subsumed by the one without - am I wrong?",design_debt,non-optimal_design,a55f51d8709582e1d054844c17c554e8d124b394
thrift,840,comment_3,I committed this with the redundant parts removed. Thanks for the patch!,code_debt,duplicated_code,a55f51d8709582e1d054844c17c554e8d124b394
thrift,873,description,"All of the tests run in the same JVM, and it seems like is leaking sockets. As a quick fix, dropping that to use only 200 clients instead of 500, and changing each unit test to run in its own JVM instead of sharing them. Also allowing the port used for binding the test servers to be configured from the command line",code_debt,low_quality_code,90ec5bfcd0acd9314b0c02df25802fe9e26de4e3
thrift,873,comment_1,"I like all of this patch except for the separate JVMs. I know that's its probably a more responsible way to do things, but it makes the test run slower. Are you certain that this is what is necessary in order to make the test pass? Wouldn't it be possible for us just to clean up after ourselves in the test for",test_debt,expensive_tests,90ec5bfcd0acd9314b0c02df25802fe9e26de4e3
thrift,873,comment_2,"On my box it goes a bit slower, but still pretty fast. With forkmode=""once"" I did indeed see failures that went away with the separate JVMs. It also made it harder to figure out which test was actually at fault, since the problem with AsyncClientManager caused a bunch of later tests to fail too.",test_debt,expensive_tests,90ec5bfcd0acd9314b0c02df25802fe9e26de4e3
thrift,897,description,"Through looking at THRIFT-544 and THRIFT-895, it's come to my attention that we currently register each of every enum's values as a global (and scoped) constant. This allows you to do things like: This is handy, insofar as you might want to use the values of an enum in constant or default circumstances. However, this behavior is unstable - if you have two enums with values that have the same name, all constant references will point at the last occurrence of the name. Further, in order to allow this to go on, we must not check if any constant has been declared twice, which means you can get stupid, detectable errors in your IDL very easily. I propose that we stop allowing this method of access, and instead require the enum values referenced in constant context to be prefixed with the enum type's name. For instance:",design_debt,non-optimal_design,"9f0a786dad1d6d0d737b89f96ba7ec90bf9096e2,cb0218f5c8fcc5e14016ea97f9cfc51009472246,6e05e25c8977953a46251f5abfaf111a3ae9607b,76ecb91c3d7034c939d6df9316f571cbf9f7ce09"
thrift,897,comment_4,"I think the smart resolution thing is only worthwhile if we really want to keep backwards compatibility. I'm not crazy about breaking people's IDL, but I think that's preferable in the long term to supporting a more convoluted syntax. If we were starting from scratch today, I think that we'd want to use the fully-qualified approach, and the cost of fixing the breakage *should* be reasonably low, especially because you're getting a consistency improvement at the same time. This is certainly my preference.",design_debt,non-optimal_design,"9f0a786dad1d6d0d737b89f96ba7ec90bf9096e2,cb0218f5c8fcc5e14016ea97f9cfc51009472246,6e05e25c8977953a46251f5abfaf111a3ae9607b,76ecb91c3d7034c939d6df9316f571cbf9f7ce09"
thrift,897,comment_6,"LGTM. In the main.cc part, you could possibly check the part before the dot matches the name of the enum (possibly with the scope qualifier). Not critical.",code_debt,low_quality_code,"9f0a786dad1d6d0d737b89f96ba7ec90bf9096e2,cb0218f5c8fcc5e14016ea97f9cfc51009472246,6e05e25c8977953a46251f5abfaf111a3ae9607b,76ecb91c3d7034c939d6df9316f571cbf9f7ce09"
thrift,906,description,"The current haskell type mappings are awkward and error prone to work with: binary -string -byte -i16 -i32 -i64 - This patch updates the mappings to the canonical types of the correct length in Haskell: binary -string -byte -i16 -i32 -i64 - THIS BREAKS EXISTING CODE. It is, however, very arguably broken already. For convenience of patching, this patch is a superset of THRIFT-743. Thoughts?",design_debt,non-optimal_design,75a33e858fdeb2171a4ee973ee2e53d39e891d27
thrift,931,description,"Right now, slf4j-simple is used when the tests are run. Unfortunately, the ""simple"" logger doesn't support debug level messages at all, which is somewhat of a pain. It would be good to switch to slf4j-log4j for the tests so we have debug logs available.",design_debt,non-optimal_design,"fcaa8f5364931155ba5675db7a02d898abf07998,84a7c2a901ee11433ca755edad1c278172ba7644"
thrift,959,summary,TSocket seems to do its own buffering inefficiently,code_debt,low_quality_code,"8166073e7fc4b4a13bbbcc464328f03d0a89b577,44b2bb6bb591ee106f1bcbbea328a736a70fdc91"
thrift,959,description,"I was looking through TSocket today while reviewing THRIFT-106 and I noticed that in TSocket, when we open the socket/stream, we wrap the input/output streams with objects and use those for reading and writing. Two things stand out about this. Firstly, for some reason we're setting the buffer size specifically to 1KB, which is 1/8 the default. I think that number should be *at least* 8KB and more likely something like 32KB would be better. Anyone have any idea why we chose this size? Secondly, though, is the fact that we probably shouldn't be doing buffering here at all. The general pattern is to open a TSocket and wrap it in a TFramedTransport, which means that today, even though we're fully buffering in the framed transport, we're wastefully buffering again in the TSocket. This means we're wasting time and memory, and I wouldn't be surprised if this is artificially slowing down throughput, specifically for multi-KB requests and responses. If we remove the buffering from TSocket, I think we will probably need to add a TBufferedTransport to support users who are talking to non-Framed servers but still need buffering for performance.",design_debt,non-optimal_design,"8166073e7fc4b4a13bbbcc464328f03d0a89b577,44b2bb6bb591ee106f1bcbbea328a736a70fdc91"
thrift,959,comment_1,I just committed a tiny fix for this. I found that removing the buffer improved the distribution of latencies by a small but notable percentage.,design_debt,non-optimal_design,"8166073e7fc4b4a13bbbcc464328f03d0a89b577,44b2bb6bb591ee106f1bcbbea328a736a70fdc91"
thrift,959,comment_2,This caused a big performance regression see THRIFT-1121,code_debt,slow_algorithm,"8166073e7fc4b4a13bbbcc464328f03d0a89b577,44b2bb6bb591ee106f1bcbbea328a736a70fdc91"
thrift,992,summary,Naming convention in C# constructor is not consistent with other fields causes compile errors,code_debt,low_quality_code,be87ab28b06323f46835983ce2501b952978bda2
thrift,992,description,"While updating my FluentCassandra project using the latest Thrift-0.5.0.exe generator against the 0.7 Beta3 release of cassandra.thrift I experienced a generation problem that caused compiler errors when compiling the C# code. It appears the constructor fields are using the old naming convention for the fields, while every other part of the class seems to be using the new naming convention for fields with underscores. You can see a diff of the files I had to manually edit here: The paths starting with should be the ones that you need to worry about for this bug.",code_debt,low_quality_code,be87ab28b06323f46835983ce2501b952978bda2
thrift,1003,summary,Polishing c_glib code,code_debt,low_quality_code,c101092ea742e1252207b6e8f680bf392292c916
thrift,1003,description,"attached patch contains following changes: * Added Apache headers to c/h files * Use gtester for running tests. We don't need -wrapper script anymore * Use one-line macros G_DEFINE_TYPE instead of 15-line class definition * Keep formatting closer to glib-like style (one line class definition macroses/remove trailing spaces) Given changes are mostly fixing low hanging fruits. It does not change any logic/api. There are more chages needed, such as * using CLASS_TYPE_new functions instead of * stop using _set_property (aka reflection) in constructors * check more careful about _ref and _unref handling but this requires more careful refactoring so it will be later in a separate patch.",code_debt,low_quality_code,c101092ea742e1252207b6e8f680bf392292c916
